Text1,Text2,Type,Lang,Scores,e5_mean
"""మూడు మ్యాచ్ల సిరీస్ను ఇప్పటికే సౌతాఫ్రికా జట్టు 2-0 తేడాతో గెలుచుకున్న విషయం తెలిసిందే.""","""రాహుల్ పర్యటనకు అనుమతి లేదని పోలీసులు అడ్డుకుంటున్నారు.""",train,tel,0.35,0.7982968091964722
"""ఈ మధ్య కాలంలో హీరోయిన్స్కి వేధింపులు మరింత ఎక్కువయ్యాయి.""","""ఈ చిత్రాన్ని జూన్ 29న ప్రపంచవ్యాప్తంగా చిత్రాన్ని విడుదల చేసేందుకు సన్నాహాలు చేస్తున్నారు.""",train,tel,0.35,0.8256193399429321
"""కుల మతాలకు అతీతంగా అందరూ మేరీ మాట పండుగలో పాలు పంచుకుంటారు.""","""తాను ఇరుదేశాల ధ్వైపాక్షిక సంబంధాల బలోపేతం పై చర్చలు జరపనున్నట్లు, మైక్పాంపియో చెప్నారు.""",train,tel,0.35,0.8350686430931091
"""దీంతో విండీస్ 18.1 ఓవర్లలో 4 వికెట్ల నష్టానికి 183 పరుగులు చేసి విజయాన్ని సాధించింది.""","""ఔత్సాహిక పారిశ్రామికవేత్తలు దీనిపై ప్రత్యేక శ్రద్ధ కనబరిచారు""",train,tel,0.35,0.8065857887268066
"""హైదరాబాద్, జూన్ 18: మీ సేవా పోర్టల్ వినియోగదారులకు చెల్లింపుల సేవలు అందించేందుకు వీలుగా నేషనల్ పేమెంట్ కార్పొరేషన్ ఆఫ్ ఇండియా, తెలంగాణ ప్రభుత్వంతో ఒప్పందం కుదుర్చుకుంది.""","""నేషనల్ స్టాక్ ఎక్స్చేంజ్ సూచీ నిఫ్టీ సైతం 84.30 పాయింట్లు ఎగబాకి 8,400 స్థాయిని అధిగమిస్తూ 8,475.80 వద్ద స్థిరపడింది.""",train,tel,0.35,0.8052584528923035
"""జస్టిస్ దీపక్ మిశ్రా నేతృత్వంలోని జస్టిస్ డీవై చంద్రచూడ్, జస్టిస్ ఇందు మల్హోత్రాతో కూడిన ధర్మాసనం ఈ నిర్ణయం తీసుకుంది.""","""1997లో కంపెనీలో చేరిన ఆదిత్య మిట్టల్ ప్రస్తుతం చీఫ్ ఫైనాన్సింగ్ ఆఫీసర్ (సిఎఫ్ఒ)గా ఉన్నారు.""",train,tel,0.35,0.8322315216064453
"""ఈ షెడ్యూల్ తర్వాత ఫారిన్ షెడ్యూల్ ను ప్లాన్ చేశారు నిర్మాతలు.""","""దీంతో ఈ సినిమాను తెలుగులో డబ్బింగ్ చేయడానికి ఎవరూ ముందుకు రావడం లేదు.""",train,tel,0.35,0.8270940780639648
"""తేజ డైరెక్షన్లో తన నెక్స్ మూవీని చేసేందుకు అతను సిద్ధమవుతున్నాడు.""","""అతని పేరే దలైలామా అని ట్వీట్ చేశాడు.""",train,tel,0.35,0.8559663891792297
"""ఈ దాడుల్లో డిఎస్పి ప్రసాద్ తో పాటు సిఐ లు ఎస్ వెంకటేశ్వరరావు, కే వెంకటేశ్వర్లు, రమేష్బాబు, కెనడీ తదితరులు పాల్గొన్నారు.""","""ఈ నివేదిక 2018లో ఉద్యోగులకు సంబంధించి హెచ్ఆర్ పోకడలు ఏవిధంగా ఉన్నాయన్న దానిపై ప్రజల్లో అవగాహన కల్పిస్తుంది.""",train,tel,0.35,0.8167293667793274
"""అందుకే టికెట్ల ధరలను తగ్గించి అభిమానులను ఆకట్టుకునేందుకు ప్రయత్నిస్తున్నామని వివరించారు.""","""వెండినాణేలపరంగాచూస్తేప్రతి వంద నాణేల కొనుగోలుకు 72 వేల రూపాయలు, విక్రయాలకు 73వేల రూపాయలు చొప్పున ధరలు కొనసాగాయి.""",train,tel,0.35,0.8388064503669739
"""మావోయిస్టుల కోసం పోలీసులు భారీ ఎత్తున గాలింపు చర్యలు చేపట్టారు.""","""హద్దులు లేకుండా పక్షుల్లా విహరిస్తూ ఆనందంలో మునిగి తేలుతున్నారని నెటిజన్లు కామెంట్ చేస్తున్నారు.""",train,tel,0.34,0.8313285708427429
"""ఇదే మండలంలోని ఎఎంపురం గ్రామానికి చెందిన శ్రీ ధరణి. . అదే కళాశాలలో బీఎస్సీ మొదటి సంవత్సరం చదువుతుంది.""","""చత్తీస్ఘడ్కు చెందిన ఈ లారీలో సుమారు 92 బస్తాల్లో మొత్తం 2,500 కిలోల గంజాయిని పోలీసులు స్వాధీనం చేసుకున్నారు.""",train,tel,0.34,0.8172202110290527
"""ఈ మేరకు పౌరసరఫరాల శాఖ జీవో నెంబర్ 15ను విడుదల చేసింది.""","""ఈ సారి వివిధ శాఖల నుంచి అదనపు కేటాయింపులు ఎక్కువ అవుతుండటంతో ఆ మేరకు బడ్జెట్ను రెండు లక్షల కోట్ల రూపాయలతో రూపొందించనున్నారు.""",train,tel,0.34,0.8359155058860779
"""అమెరికా మేధోసంపత్తి హక్కుల తస్కరణను తీవ్రంగా పరిగణించి కోర్టుకు హాజరుపరిచింది.""","""44 ఓవర్లు ముగిసే సమయానికి న్యూజిలాండ్ జట్టు 323/4 తో నిలకడగా ఆడుతుంది.""",train,tel,0.34,0.7980914115905762
"""కార్యక్రమంలో వైసిపి మండల నాయకులు మన బాలరాజు, రామకృష్ణ పాల్గొన్నారు.""","""ఈ క్రమంలో న్యూయార్స్ టైమ్స్ హిల్లరీ క్లింటన్ పాక్లో అణ్వాయుధాల గురించి మాట్లాడిన అంశాలను ప్రచురించింది.""",train,tel,0.34,0.8402019739151001
"""మరోవైపు క్రితం ఏడాది నిరర్ధక ఆస్తులు ఇదే త్రైమాసికంలో 0.83శాతం ఉండగా, ఇప్పుడు 0.97శాతానికి పెరిగాయి.""","""డ్యాన్స్ కంపోజింగ్ టాప్ లెవెల్లో ఉండటంతో సాయిపల్లవి మరింతగా హైలైట్ అయింది.""",train,tel,0.34,0.8291435241699219
"""అయితే ఈ ఆర్థిక సంవత్సరానికి (2016-17)గాను దేశ జిడిపి వృద్ధిరేటు అంచనాను 6.8 శాతానికి తగ్గించింది.""","""ఒకపక్క ఆర్థిక మాంద్య పరిస్థితులు, కరోనా వైరస్ ప్రభావం ఇనె్వస్టర్లు ఆచితూచి అడుగు వేసేలా చేస్తున్నాయి.""",train,tel,0.34,0.8475885391235352
"""తెలుగు, తమిళ్, హిందీ భాషల్లో ఈ చిత్రాన్ని విడుదల చేయనున్నారు.""","""పిఎన్బి మోసానికి సంబంధించి దుబారులో సాక్ష్యాలను నాశనం చేసినట్లు ఆయనపై అభియోగం నమోదు చేసింది.""",train,tel,0.34,0.8129146099090576
"""ఈ పరిస్థితుల్లో ఇండోర్లో వన్డే మ్యాచ్ జరగడంపై అనుమానాలు నెలకొన్నాయి.""","""టోక్యో : ఒలింపిక్ క్రీడలు ఈ నెల 23న జపాన్ రాజధాని టోక్యోలో ప్రారంభం కానున్న సంగతి తెలిసిందే.""",train,tel,0.34,0.8322112560272217
"""వచ్చే ఏడాది సంక్రాంతికి విడుదలకానున్న ఈ చిత్రానికి సంగీతం దేవిశ్రీ అందిస్తున్నారు.""","""ఈ సినిమా వచ్చే ఏడాది ఏప్రిల్లో సెట్స్పైకి వెళ్తుంది.""",train,tel,0.34,0.9044873118400574
""". ప్రశ్నోత్తరాల తర్వాత ఏ అంశంపై నైనా చర్చ చేయడతామని స్పీకర్ పదేపదే విపక్ష సభ్యులకు నచ్చజెప్పినా వారు తమ ఆందోళనను కొనసాగిస్తున్నారు.""","""పుల్వామా ఘటనతో పాక్ సంబంధం లేదని పాక్ ప్రధాని ఇమ్రాన్ ఖాన్ మీడియాతో తెలిపారు.""",train,tel,0.34,0.8155422806739807
"""ఇందుకోసం జస్ట్డయల్ యాజమానులతో జరుపుతున్న చర్చలు కీలక దశకు చేరుకున్నట్టు రిపోర్ట్లు వస్తున్నాయి.""","""ఈ ఒప్పంద విలువ దాదాపు రూ.""",train,tel,0.34,0.8257265686988831
"""నిందితుడు రాకేశ్ రెడ్డిని మీడియా ముందు ప్రవేవపెట్టాలా. . లేక కోర్టులో ప్రవేశపెట్టాలా అన్న అంశంపై పోలీసులు చర్చిస్తున్నారు.""","""కాగా, ఉన్న షేర్లను అమ్మేందుకే చాలా మంది సుముఖత వ్యక్తం చేయడంతో, అమ్మకాల ఒత్తిడి మరింతగా పెరిగింది.""",train,tel,0.34,0.8242794275283813
"""కాగా గతంలో సెరెనా విలియమ్స్తో జరిగిన సెమీస్లో అజరెంకా ఇదే తరహాలో విజయం సాధించి ఫైనల్కు చేరింది.""","""ఐపీఎల్లో భాగంగా కింగ్స్ పంజాబ్ తో జరిగిన మ్యాచ్లో సన్రైజర్స్ ఆరు వికెట్ల తేడాతో ఓటమి చవిచూసింది.""",train,tel,0.34,0.8574224710464478
"""ఈ కన్వర్జేషన్ ఇప్పుడు సోషల్ మీడియాలో వైరల్ అయ్యింది.""","""ఉగ్రవాదుల చొరబాట్లు తగ్గాయని అన్నారు.""",train,tel,0.34,0.8438335657119751
"""పట్టుబడిన వారిలో రాజమహేంద్రవరానికి చెందిన ఇద్దరు, చెన్నయికి చెందిన ఒకరు, రంగంపేటకు చెందిన ఒకరు ఉన్నట్టు ఎస్ఐ వివరించారు.""","""ఇదే అదనుగా భావించిన రవి మాయమాటలు చెప్పి అత్యాచారానికి పాల్పడ్డాడని బాలిక తల్లిదండ్రులు ఫిర్యాదు చేసినట్లు ఎస్ఐ భక్తవత్సలం తెలిపారు.""",train,tel,0.34,0.872471272945404
"""ఈ కేసును సీబీఐతో విచారణ చేయించేందుకు హైకోర్టు అనుమతి ఇచ్చింది.""","""ఈ చట్టం అమలులోకి వచ్చిన తర్వాత తొలిసారిగా ఒక కేసులో కోర్టు దోషికి మరణ శిక్షను ఖరారు చేసింది.""",train,tel,0.34,0.8634519577026367
"""కాకపోతే ఏ సమయంలో అనేది మాత్రం చెప్పలేనని రవిశాస్త్రి పేర్కొన్నాడు.""","""జాతీయ భద్రత కోసం ఎల్లప్పుడూ కష్టపడుతున్న సైనికులకు అందరం రుణపడి ఉన్నామ`ని ట్వీట్ చేశాడు.""",train,tel,0.34,0.8031231164932251
"""ఈ కార్యక్రమంలో పార్టీ జడ్పీటీసీ అభ్యర్ధి లకావత్ రామారావు, ఎంపీటీసీ అభ్యర్థులు, కార్యకర్తలు పాల్గొన్నారు.""","""పెట్టుబడులకు పరస్పర భద్రతను కల్పించుకోవడానికి వీలుగా ద్వైపాక్షిక పెట్టుబడుల ఒప్పందాన్ని కుదుర్చుకునేందుకూ భారత్-అమెరికాలు చర్చలు జరుపుతున్నాయి.""",train,tel,0.34,0.8084235787391663
"""తన అభిమాన హీరో తన దగ్గరికి వచ్చి బంపర్ ఆఫర్ కూడా ఇవ్వడంతో జగ్ప్రీత్కు నోట మాట రాలేదట.""","""భారత బౌలర్లలో భువనేశ్వర్, ఖలీల్ అహ్మద్ తలో రెండు వికెట్లు, బుమ్రా,కుల్దీప్, కృనాల్ పాండ్యా తలో వికెట్ పడగొట్టారు.""",train,tel,0.34,0.8301968574523926
"""1,243 కోట్ల రూపాయల నిధుల సమీకరణే లక్ష్యంగా ఈ పబ్లిక్ ఇష్యూకు బిఎస్ఇ దిగుతోంది.""","""నిన్న భారీగా నష్టపోయిన ఆటో షేర్లు ఈ రోజు కాస్త కోలుకున్నాయి.""",train,tel,0.34,0.823154091835022
"""అలాగే సచిన్ అంటే లతా మంగేష్కర్కు చాలా అభిమానం.""","""కాగా ఈరన్న మృతి పట్ల వైకాపా నాయకులు గోవిందరెడ్డి, బాబురెడ్డి, శంకరప్ప తదితరులు సంతాపం తెలిపారు.""",train,tel,0.34,0.8429854512214661
"""కానీ శ్రధ్ధా కపూర్ నటకు మాత్రం మంచి మార్కులు పడ్డాయి.""","""రాష్టప్రతి పాలనకు గవర్నర్ సిఫార్సు చేయడం, కేంద్ర కేబినెట్ ఆమోదం తెలపడంతో బుధవారం మరో పిటిషన్ దాఖలు చేయాలని శివసేన నిర్ణయించింది.""",train,tel,0.34,0.7875328063964844
"""12 ఏళ్లకుపైబడిన విద్యార్థులు పదిశాతం రాయితీతోపాటు అదనంగా పదికిలోల బ్యాగేజి వెంటతీసుకునే సదుపాయం కల్పించింది.""","""వచ్చే సెప్టెంబరు 30వ తేదీ వరకూ ఈ సదుపాయం ఉన్నట్లు ప్రకటించింది.""",train,tel,0.34,0.823695719242096
"""దేవాదాయశాఖలో జరుగుతున్న అవినీతి నేపథ్యంలో ’ఆచార్య‘ సినిమా రూపొందుతోంది.""","""సుధీర్ అంటే వెంటనే గుర్తొచ్చే రష్మీ మొదట్నుంచీ కూడా పెద్దగా ఈ సినిమా ప్రమోషన్స్కు రాలేదు.""",train,tel,0.34,0.7777891159057617
"""ఫిర్యాదు స్వీకరించిన జిల్లా ఎస్పీ దర్యాప్తు చేస్తున్నారు.""","""ప్రభాస్ ను చూసేందుకు అభిమానులు పోటెత్తారు.""",train,tel,0.34,0.8669537305831909
"""ఎప్పటిలాగే ఫ్లైట్ ఆపరేషన్స్ నిర్వహిస్తున్న సమయంలో శాన్ డియాగోకు 60 నాటికల్ మైళ్ల దూరంలో హెలికాప్టర్ కూలినట్లు పసిఫిక్ ఫ్లీట్ ట్వీట్ చేసింది.""","""ఈ నోటీసులను రాష్ట్ర ముఖ్య కార్యదర్శి, డీజీపీలకు పంపింది.""",train,tel,0.34,0.7913401126861572
"""కాగా నికోలాయ్ మృతికి అథ్లెటిక్ ఫెడరేషన్ ఆఫ్ ఇండియా అధ్యక్షుడు అదిల్లే సుమరివాలా తీవ్ర దిగ్భ్రాంతి వ్యక్తం చేశారు.""","""అమెరికాకు చెందిన ఓ ఫిట్నెస్ ట్రైనర్ శిక్షణలో ఇది సాధ్యపడిందని తెలిసింది.""",train,tel,0.34,0.8133716583251953
"""కరోనా వ్యాప్తి నేపథ్యంలో పరీక్షలు నిర్వహిస్తే విద్యార్థులు వైరస్ ప్రభావానికి గురయ్యే ప్రమాదం ఉందని పిటిషన్ లో పేర్కొన్నారు.""","""విచారణ సందర్భంగా, ప్రభుత్వం తరఫున సొలిసిటర్ జనరల్ తుషార్ మెహతా కోర్టుకు వివరాలు తెలిపారు.""",train,tel,0.34,0.832848310470581
"""ఈ విషయాన్ని కతార్ విదేశాంగ మంత్రి మహమ్మద్ బిన్ అబ్దుల్రహ్మన్ అల్ థని గురువారం వెల్లడించారు.""","""ఇటీవల జరిగిన విపరీతమైన తరలింపుతో విమానాశ్రయంలోని మౌలిక సదుపాయాలు నాశనం చేయబడ్డాయని తెలిపారు.""",train,tel,0.34,0.8028086423873901
"""మంగళవారం ఆయన మీడియాతో మాట్లాడారు.""","""టిఆర్ఎస్ ప్రభుత్వం రాష్ట్రంలో ప్రతిపక్షం లేకుండా చేయాలని చూస్తోందని, ప్రతిపక్ష సభ్యులపై ఒత్తిడి తెస్తూ పార్టీలోకి చేర్చుకోవాలని వ్యూహం పన్నుతోందని విమర్శించారు.""",train,tel,0.34,0.7668102383613586
"""అయితే తాజాగా క్రేజీ హీరోయిన్ రాణి ముఖర్జీ గోపి పుత్రన్ దర్శకత్వంలో నటించిన చిత్రం 'మర్ధానీ 2'.""","""డాక్టర్ రాజశేఖర్ ద్విపాత్రాభినయం చేసిన చిత్రం అర్జున.""",train,tel,0.34,0.8796595931053162
"""ఆయన నటిస్తున్న లేటెస్ట్ మూవీ ఇంకా కేవలం 20రోజులలో క్రిస్మస్ కానుకగా విడుదల కానుంది.""","""ఈ చిత్రం సెప్టెంబర్ 5న అమెజాన్ ప్రైమ్ వీడియోలో అంతర్జాతీయంగా విడుదల కాబోతోంది.""",train,tel,0.34,0.8661119341850281
"""చివరకు ఈ కేసును సీబీఐకి అప్పగించాలని రాష్ట్ర ప్రభుత్వం నిర్ణయం తీసుకోవడంతో, ఈ మేరకు మంగళవారం ఉత్తర్వులు జారీ చేసింది.""","""ఈ తరహా కఠిన చట్టాన్ని రూపొందించిన రెండవ రాష్ట్రం రాజస్తాన్ కావడం విశేషం.""",train,tel,0.33,0.839258074760437
"""ఈ చిత్రానికి సమర్పణ: జవ్వాజి రామాంజనేయులు, సంగీతం: హిప్ హాప్ తమిళ, నిర్మాత: గుడ్ ప్రెండ్స్, దర్శకత్వం: సుందర్. సి.""","""ఈ సందర్భంగా ఆమె గురించి కొన్ని విషయాలు తెలుసుకుందాం.""",train,tel,0.33,0.7836737632751465
"""ఈ మేరకు తన ఇంట్లో వాడకం మొదలుపెట్టి 10 నెలలు దాటిన అలాంటి వస్తువులను జనం కోసం వినియోగించేందుకు సిద్ధమవ్వాలంటూ సోషల్ మీడియా ద్వారా పిలుపునిచ్చారు.""","""త్వరలోనే ఈ సినిమా పూజా కార్యక్రమాలకి ముహూర్తాన్ని ఖరారు చేయనున్నట్టు తెలుస్తోంది.""",train,tel,0.33,0.8259052634239197
"""ఇమ్రాన్ కూడా గడ్డంతో కనిపించాడు. . ఈ సినిమాలో14 నిమిషాల పాటు సాగే ఓ సీన్ను కేవలం సింగిల్ టేక్లో, ఒకే ఒక్క షాట్లో పూర్తి చేశారట అమితాబ్.""","""ఈ సినిమా షూటింగ్ కోసం శృతి లాస్ఏంజిల్స్ బయల్దేరి వెళ్లింది.""",train,tel,0.32,0.8240163326263428
"""పోలీసుల కథనం ప్రకారం ఒరిస్సాకి చెందిన బాలు (25) పంజాగుట్ట మార్కెట్ బస్తీలోని ఓ ఇంట్లో మరో ఆరుగురితో కలిసి నివాసం ఉంటున్నాడు.""","""ఇప్పటికే పలువురిని అరెస్ట్ చేసిన ఎన్ఐఏ. . తాజాగా ఆదివారం (ఏప్రిల్ 21,2019) ఓ యువతిని అరెస్ట్ చేశారు.""",train,tel,0.32,0.8596379160881042
"""స్పోర్ట్స్ అథారిటీ ఆఫ్ ఆంధ్రప్రదేశ్, గోల్డ్ స్లామ్ స్పోర్ట్స్ సంయుక్త ఆధ్వర్యంలో ఈ పోటీలను నిర్వహిస్తున్నారు.""","""కాగా ఈ క్రమంలో పాక్ కోచ్ పదవికి ఎటువంటి దరఖాస్తు చేసుకోవడం లేదు.""",train,tel,0.32,0.8124527931213379
"""డిసెంబరులో ఈ ఫొన్ను మార్కెట్లోకి విడుదల చేయనున్నారు.""","""ముగ్గురు అధికారులకు మినహా, మిగిలిన వారికి ఎవరికీ ఈ వివరాలు తెలియకుండా జాగ్రత్తలు తీసుకుంటున్నారు.""",train,tel,0.32,0.8085967898368835
"""ఈ ఇద్దరికి కలిసి మరో హిట్ కొడతారేమో చూడాలి.""","""ఎమ్మెల్యే కుటుంబానికి ప్రగాఢ సానుభూతి తెలుపుతున్నట్లు ట్వీట్లు చేశారు.""",train,tel,0.32,0.8197201490402222
"""కరోనా కారణంగా విదేశాలకు వెళ్లేందుకు వీలు లేని పరిస్థితులు ప్రస్తుతం ఉన్నాయి.""","""టీజర్ ప్రకారం జోవియల్గా ఉండే ఓ యువకుడు తనకు ఎదురైన పరిస్థితుల కారణంగా కౌరవుల్లాంటి దుష్టులను ఎలా ఎదుర్కొన్నాడు?""",train,tel,0.32,0.8194405436515808
"""ఈ సినిమాలో బాలీవుడ్ నటి శ్రద్దాకపూర్ హీరోయిన్.""","""కానీ ప్రస్తుతం ఆమె రజనీకాంత్తో ‘దర్బార్’ సినిమాలో, విజయ్తో ఓ సినిమాలో నటిస్తుండడంతో ఆ ఛాన్స్ స్వీటీని వరించబోతోందని తెలిసింది.""",train,tel,0.32,0.8123505115509033
"""ఏప్రిల్ 15 తర్వాత మళ్లీ థియేటర్ల బంద్ లేదా 50% ఆక్యుపెన్సీ పెడతారని వార్తలు వస్తున్నాయి.""","""నేను ఇంత ఆనందంగా ఉండటానికి కారణం నువ్వే. . అందుకే నిన్ను సంతోషంగా ఉంచడమే నా పని అని పంత్ ఓ క్యాప్షన్ ఇచ్చాడు.""",train,tel,0.32,0.7811851501464844
"""కేసులు నమోదు అయనవారిలో బీజేపీ, ఆరెస్సెస్ కార్యకర్తలు అధికంగా ఉన్నారు.""","""సుమలత పాత్రలో ఎవరు నటిస్తారన్న దానిపై మాత్రం ఇంకా స్పష్టత రాలేదు.""",train,tel,0.32,0.8138443231582642
"""కాలనీలో నివాసముంటున్న మహమ్మద్ పిల్లలు రియాన్, ఆయాన్, మహేష్ కుమారుడు రుద్రప్రసాద్ గుంతల సమీపంలో బండపై కూర్చుని ఆడుకుంటున్నారు.""","""కారులో ప్రయాణిస్తున్న నలుగురిలో ముగ్గురు అక్కడికక్కడే మృతి చెందగా కుమారుడు యూనిక్ కృష్ణ (10) చేయి విరిగి ఆసుపత్రిలో చికిత్స పొందుతున్నాడు.""",train,tel,0.32,0.8706269860267639
"""అయితే మిస్ర్తి తాజా వ్యాఖ్యలు గ్రూప్ ప్రతిష్ఠను మంటగలుపుతున్నాయని టాటాలు దుయ్యబట్టారు.""","""21 వ కామన్వెల్త్ గేమ్స్లో ఇప్పటివరకు భారత్ ఖాతాలో రెండు పతకాలు చేరాయి.""",train,tel,0.32,0.8184754848480225
"""కాగా, సింధు ఇండియన్ ఓపెన్ సిరీస్ను గెలుపొందింది.""","""దీంతో తమకు కొంత సమయం కావాలని ఎన్ఐఏ తరుఫు న్యాయవాది కోరడంతో తదుపరి విచారణ ఫిబ్రవరి 8వ తేదీకి కోర్టు వాయిదా వేసింది.""",train,tel,0.32,0.7865533232688904
"""సాగునీరు అందించడంతో రైతులు, ప్రజలు సంతోషంగా ఉన్నారని పొగిడారు.""","""దీని ధర 56.15 లక్షల నుంచి 69.47 లక్షల రూపాయలుగా ఉంది""",train,tel,0.32,0.8338124752044678
"""ఆంధ్రులను తక్కువ అంచనా వేయవద్దని ఆయన కేంద్రానికి విజ్ఞప్తి చేశారు.""","""బిల్లుకు సెనెట్ ఆమోదం తెలిపిన మరుక్షణమే అధ్యక్షుడు డొనాల్డ్ ట్రంప్ సంతకం కోసం పంపించాల్సి ఉంది.""",train,tel,0.32,0.8177400231361389
"""వాళ్ల నమ్మకాన్ని ఈ సినిమా ఎంతవరకూ నిలబెడుతుందో చూడాలి.""","""మిత్రపక్షంగా ఉన్న బీజేపీ సభా పక్ష నేత విష్ణుకుమార్ రాజు సాక్ష్యాధారాలతో ఫిర్యాదు చేశారని గుర్తు చేశారు. .""",train,tel,0.32,0.7996498346328735
"""ఈ సంఘటనలో 45 ఏళ్ల ఖాసిం ఖురేషి మృతి చెందగా, సమీలుద్దీన్ అనే వ్యక్తి తీవ్రంగా గాయపడ్డాడు.""","""హైదరాబాద్, మార్చ 5: డేటాఎంట్రీ ప్రాజెక్టుకు సంబంధించిన సమాచానాన్ని రూపొందిస్తానని నమ్మబలికి వెంకట్ ధీరజ్ అనే వ్యక్తి లక్షల రూపాయలు వసూలు చేసి మోసానికి పాల్పడ్డారు.""",train,tel,0.32,0.8280680179595947
"""ఆత్మహత్య చేసుకున్న రైతు నర్సింలు (ఫైల్ఫోటో)""","""హైదరాబాద్లోని నేరేడ్మెట్లోగల మధురానగర్ రోడ్నెం 4లో 3,500 చదరపు అడుగుల విస్తీర్ణంలో ఔట్లెట్ను ప్రారంభించినట్లు మంగళవారం సంస్థ ప్రతినిధులు విలేఖరులకు తెలిపారు""",train,tel,0.32,0.8090590238571167
"""ఇప్పుడామె అమెరికాలో ఉంటోందని, ఆమె కోరిక మేరకు రిటైర్మెంట్ తర్వాత యుఎస్ మేజర్ క్రికెట్ లీగ్లో ఆడతానని చెప్పాడు.""","""లాభాలు తప్పవని భావించినప్పుడు నష్టాలు రావడం ప్రస్తుత పరిస్థితుల్లో నెలకొన్న అనిశ్చితికి అద్దం పడుతుంది.""",train,tel,0.32,0.8074787855148315
"""మిగతా భారత రెజ్లర్లందరూ ఏప్రిల్ 6న వెళ్తారు.""","""ఈ క్రమంలో 2020 నాటికి 100 కోట్ల టన్నుల ఉత్పత్తి సాధించాలన్న లక్ష్యంపై కోల్ ఇండియా కనే్నసింది.""",train,tel,0.32,0.8333098292350769
"""ఇటీవల తాను ముంబై ఎయిర్ పోర్ట్లో ఉన్నప్పుడు ఓ వ్యక్తి తన దగ్గరకి వచ్చి, నువ్వు నా కూతురు లాంటి దానివి, ముద్దు ఇవ్వవా?""","""దీంతో సాయిధరమ్ తేజ్ 'నువ్వు నా ప్రపంచం.""",train,tel,0.32,0.8140624761581421
"""కాగా, భవానీ భర్త శ్రీను ఏడాది కిందటే కిడ్నీ వ్యాధితో మృతి చెందాడు.""","""సీతారామ ప్రాజెక్టుతో సత్తుపల్లికి సాగునీరు అందిస్తామని తుమ్మల నాగేశ్వరరావు హామీ ఇచ్చారు.""",train,tel,0.32,0.839006781578064
"""రాజ్కుమార్ రావు నటించిన చలాంగ్, భూమి పెడ్నేకర్ యొక్క దుర్గావతి,""","""ఆనంద్ దేవరకొండ నటించిన మిడిల్ క్లాస్ మెలోడీస్ (తెలుగు),""",train,tel,0.32,0.8578018546104431
"""పవిత్ర సంగమం దగ్గర గోదావరి ఘాట్లో శిలాఫలకం ఏర్పాటు చేశారు.""","""ఇందుకోసం స్టాక్ యార్డును ఇప్పటికే సిద్ధం చేశారు.""",train,tel,0.32,0.8554021120071411
"""ఓపెనర్ మురళి విజ§్ు 46 పరుగులు చేసి మహరాజ్ బౌలింగ్లో డికాక్కు క్యాచ్ ఇచ్చి పెవిలియన్కు చేరాడు.""","""జగన్మోహన్రెడ్డి, సుబ్బారెడ్డి మరికొందరు ఇటీవల విశాఖపట్నం వెళ్లినప్పుడు స్థానిక పోలీసులు వారిని నగరంలోకి రానివ్వకుండా అడ్డుకోవటం తెలిసిందే.""",train,tel,0.32,0.8453732132911682
"""ఈ క్రమంలో ఇప్పటికే విశాఖపట్టణం చేరుకుంది.""","""కూలిడ్జ్ : వెస్టిండీస్లో పర్యటిస్తున్న భారత జట్టుకు ఉగ్రముప్పు పొంచి ఉందని ఆదివారం భారత క్రికెట్ కంట్రోల్ బోర్డు (బిసిసిఐ)కి ఒక ఈ మెయిల్ రావడంతో బిసిసిఐ అధికారులు అప్రమత్తమైనారు.""",train,tel,0.31,0.8079007863998413
"""ఇంటి బయటే కాదు ఇంట్లో కూడా రక్షణ లేకపోవడం ఆందోళన కలిగిస్తోంది.""","""ఈ విషయమై సిబిఐ నవీన్ పట్నాయక్ను ప్రశ్నించిన విషయం అఫిడవిట్లో పేర్కొనలేదని ధర్మేంద్ర ప్రధాన్ అన్నారు.""",train,tel,0.31,0.809244692325592
"""డ్వేన్ స్మిత్ 73, దినేష్ కార్తీక్ 26 పరుగులు చేసి జట్టుకు ఒకవిధంగా ఆదుకున్నారు.""","""దీనిపై వ్యవసాయ అధికారులు స్పందించాలని, నష్టాల్లో కూరుకుపోయిన రైతులను ప్రభుత్వం ఆదుకోవాలని ఆ గ్రామ రైతులు కోరుతున్నారు.""",train,tel,0.31,0.8013654351234436
"""ఈ మేరకు ఆయన హిందీలో ట్వీట్ చేశారు.""","""ఈ క్రమంలోనే పార్టీ ముఖ్య నేతలు కల్పించుకుని పరిస్థితిని చక్కదిక్కేందుకు చర్యలు చేపట్టారు.""",train,tel,0.31,0.7898317575454712
"""ఈ షెడ్యూల్ లో నారప్ప కేరెక్టర్ లో వెంకీ ఇరగదీసాడట.""","""యునైటెడ్ కిరీటి మూవీస్ లిమిటెడ్ బ్యానర్పై పరుచూరి కిరీటి ఈ చిత్రాన్ని నిర్మిస్తున్నారు.""",train,tel,0.31,0.8871151804924011
"""అధికారికంగా ఈ తేదీ విషయంలో ఇంకా క్లారిటీ రాకపోయినప్పటికీ, ఈ సంవత్సరమే ఈ సినిమా విడుదల ఉంటుందనీ. . అదీ ఈ దసరాకే విడుదల చేసేందుకు ప్రయత్నాలు జరుగుతున్నాయనీ విశ్వసనీయంగా తెలుస్తోంది.""","""జంబలకిడి పంబ సినిమా పేరు చెప్పగానే ఈవీవీ.""",train,tel,0.31,0.8114541172981262
