Text1,Text2,Type,Lang,Scores
ጠዋት እውነት ነው ፣ ?,እውነት ነው አንተ እውነት አትገረምም ?,train,amh,0.36
በእርግጥም ጸሎት አስደናቂ ዝግጅት ነው ።,የ6 አመት ልጅ አስደናቂ የእምነት ጸሎት ።,train,amh,0.41
የምድር ባቡር ግንባታ ሥራ ተቆጣጣሪ[ ለማስተካከል | ኮድ አርም ] ።,መተላለፊያው[ ለማስተካከል | ኮድ አርም ] ።,train,amh,0.47
ትግራይ ፡ የአሜሪካው የውጭ ጉዳይ ሚንስትር እና ጠቅላይ ሚንስትር ዐብይ መወያየታቸው ተነገረ ።,ጠቅላይ ሚንስትር ዐብይ አሕመድ እና የአሜሪካ የውጪ ጉዳይ ሚንስትር አንቶኒ ብሊንከን ።,train,amh,0.66
የአዲስ አድማስ ጋዜጠኛ አለማየሁ አንበሴ ፤ በዚህ ጉዳይ ላይ የተቃዋሚ ።,በዚህና ተያያዥ ጉዳዮች የአዲስ አድማስ ጋዜጠኛ አለማየሁ አንበሴ ፣ የኢትዮጵያ ብሮድካስት ባለስልጣን ም/ዳይሬክተር የሆኑትን… ።,train,amh,0.45
አሁንም ትልቁ ተግዳሮታችን ይሄው ነው ፡፡,ሥልጡን ሐገር ቤተ-መንግሥት የዶላቸዉ አሕመዲኒጃድ ዘንድሮም ድል-አደረጉ ።,train,amh,0.16
ስለሆነም ከዚህ በታች የተዘረዘሩትን መስፈርቶች የሚያሟላ ማንኛውም ተጫራች መሣተፍ ይችላል ፡፡,ስለሆነም ከዚህ በታች የተዘረዘሩትን መስፈርቶች የሚያሟላ ሁሉ መወዳደር የሚችሉ መሆኑን ይገልፃል ፡፡,train,amh,0.89
ከእንቅልፍ መንቃት ብቻ አይደለም ።,ሁሉም ሰው ፣ ከእንቅልፍ ልብ መባነንና መንቃት ቢያቅተው ብላችሁ አስቡት ፡፡,train,amh,0.52
እየሱስ ነኝ ተከተሉኝ የሚለው ሩሲያዊው ጓልማሳ ጉዳይ ።,ዳሩ ግን ትዕዛዝ የሚሰጥ ጠፋ ።,train,amh,0.23
ይህን ለምን እዚህ ገለጽኩ ግን ?,ኢትዮጵያ ተወልጄ ያደኩና አማርኛና ኦሮምኛ የምናገር ቢሆንም ፣ ኢትዮጵያ ከኖርኩባቸው አመታት በላይ አሜሪካ ኖሬያለሁ ።,train,amh,0.39
አዲስ አበባ በማን እጅ ናት ?,ርዕሰ ከተማዋ አዲስ አበባ ናት ።,train,amh,0.38
እማሆይ የውብ ሰፈር አሳዬ ፡ ባህሪው ጥሩ ነው ፣ የተለየ ባህሪ የለውም፣ የታወቀ ነው ።,እማሆይ የውብ ሰፈር አሳዬ ፡ ያርዳል ፣ እኛ እንጠምቃለን እንጋግራለን ።,train,amh,0.52
ከዚያ ለጥቆም መጽሔቱ አከራካሪውን ቃለ ምልልስ ቆርጦ አስቀርቶታል ተብሎ ተወራ ፡፡,መልሶ ማቋቋምን ማካተት ወይም ቅጣትን ማዕከል ካደረገው አስተሳሰብ መውጣት በጣም ጠቃሚ ነው ፡፡,train,amh,0.25
ይሄ ደግሞ ምን ማለት ነው ?,ይህ እራሱ ምን ማለት ነው ?,train,amh,0.75
“አዲስ አበባ አለማቀፍ ከተማ ነች” ።,አዲስ አበባን የበለጠ አለማቀፍ ከተማ ማድረግ እንጂ ወደ ትንሽነት መቀየር መልካም አይደለም ፡፡,train,amh,0.78
ሐምሌ 9 2010 ወዝወዝ አዲስ ብስራት እዚህ ያዳምጡ ።,ኅዳር 12 2011 ወዝወዝ አዲስ ብስራት እዚህ ያዳምጡ ።,train,amh,0.7
ከዛ በኋላ ያለው ሰዶ ማሳደድ የቶም እና ጄሪ አይነት ጨዋታ ነው የሚሆነው ።,ከዛ በኋላ ያለው መ ።,train,amh,0.17
እማሆይ የውብ ሰፈር አሳዬ ፡ መጀመሪያ መምህር ነው የነበረው ሌላ ቦታ ።,እማሆይ የውብ ሰፈር አሳዬ ፡ ባህሪው ጥሩ ነው ፣ የተለየ ባህሪ የለውም፣ የታወቀ ነው ።,train,amh,0.44
ኢየሱስ ክርስቶስ በኢትዮጵያ የቱ ጋ ነው ያለው ?,ይሄን ሾላ በድፍን የተወበትን መጽሐፍ ነው “ኢየሱስ ክርስቶስ በኢትዮጵያ” ሲል የሰየመው ።,train,amh,0.53
የኢትዮጵያ ሙዚየም ማውጫ ታትሞ ወጣ ።,“የኢትዮጵያ ህያው ሙዚየም” የተሰኘ የሙዚየም ማውጫ ታትሞ ወጣ ፡፡,train,amh,0.73
በታወቀ ምክንያት በኦሮሞና በትግራይ አክራሪ የዘወግ ብሔርተኞች ዘንድ መስፍን እንደማይወደድ ግልፅ ነው ።,ወያኔዎች እኮ እጅግ ጠባቦች ናቸው ።,train,amh,0.28
በእንዲህ ዐይነት አደጋ ወቅት በተለምዶ ።,ኢህአዴግ ተቃዋሚዎችን ለአመጽ እያነሳሳ መሆኑ ተገለጸ ።,train,amh,0.2
በአጠቃላይ በሀገራችን ከበሽታው ያገገሙ ሰዎች ቁጥር 4 ሺህ 814 መድረሱ ታውቋል ።,በአጠቃላይ ከበሽታው ያገገሙ ሰዎች ቁጥር 231 ደርሷል ።,train,amh,0.78
እውነትም ይህች ሀገር ወዴት እየሄደች ነው ?,እቺ ሀገር ወዴት እየሄደች ነው የሚሉ ሰዎች ግን ሰሞኑን ማለት ትተዋል ፤ ደረስን እንዴ ?,train,amh,0.56
ይህ አገላለፅ እንዴት ግልጋሎት ላይ እንደሚውል የሚያሳዩ ተጨማሪ ምሳሌዎችን እናዳምጥ ።,እንዴት ጥቅም ላይ እንደሚውል የሚያሳዩ ተጨማሪ ምሳሌዎችን እናዳምጥ ።,train,amh,0.64
የማስታውሰው ከክራሬ ነው ብላ ነበር ።,እኔ የማስታውሰው አልጀመርኩም ነበር. ።,train,amh,0.41
"የጨዋታ እንግዳ ዶ/ር ተዋበች ቢሻው ጥቅምት 16,2006 ሶስተኛ ሳምንት ክፍል 4 ።","የጨዋታ እንግዳ ዶ/ር ተዋበች ቢሻው ጥቅምት 09,2006 ሁለተኛ ሳምንት ክፍል 3 ።",train,amh,0.83
ልጄ ሆይ አለው ፤ እርሱም ።,ልጄ ሆይ እያለ ይጮኽ ነበር ።,train,amh,0.52
እኔ ምንም የለም ፣ ምንም አ ።,፤ ምንም ነገር አልነበረውም ።,train,amh,0.36
እንደ ኦሮሞ ግን አልነበረም ፡፡,በዛን ወቅት ኦሮሞ የሚባል ቃል አልነበረም ፡፡,train,amh,0.45
ቀን ከጠዋቱ 4 ፡00 የዘጋና በዕለቱ 4፡30 ተጫራቾች ወይም ህጋዊ ወኪሎቻቸው በተገኙበት ይከፈታል፡፡,ከጠዋቱ በ4 ፡00 ሰዓት ተጫራቾች ወይም ህጋዊ ወኪሎቻቸው በተገኙበት ይከፈታል፡፡,train,amh,0.8
በመሆኑም እነዚህ ፍጡራን በሽታው አለተዋቸውም ማለት ነው ያሰኛል ።,በመሆኑም የተስፋጽዮን አነጋገር ሀቅ ከሆነ እነዚህ ፍጡራን በሽታው አለተዋቸውም ማለት ነው ያሰኛል ።,train,amh,0.75
- ስለ እርሳቸው ገድል ምስክርነት የመስጠት ሃሳብ አለኝ ።,ስለ እርሳቸው ገድል በሁሉም ሚዲያ ቀርቤ ምስክርነት የመስጠት ሀሳብ አለኝ ፡፡,train,amh,0.81
በጃንሆይ ጊዜም ጦርነት አልነበረም ፡፡,በጃንሆይ ጊዜም እንቅስቃሴዎች ሲጀመሩ በዚያን ወቅት ወጣቶች ተገድለዋል ፡፡,train,amh,0.47
መልካም አዲስ አመት (2012 ዓ.ም ) ለኢትዮጵያዊያን !,መልካም የኛ የኢትዮጵያውያን አዲስ አመት ?,train,amh,0.75
ተረጋጋ ሐኪም ውወተ መነም . እኔ ምንም አልተናገረም ርበነ ዬኛደጓ ኔእ ።,መነም . እኔ ምንም አልተናገረም ርበነ ቅውአ ንትንዴ ይቬርሃ ተረጋጋ ሐኪም ርበነ ዬኛደጓ ኔእ ።,train,amh,0.41
ቅዱስ ጊዮርጊስ ከ ኢትዮጵያ ቡና | ቀጥታ የውጤት መግለጫ ።,ቀጥታ የውጤት መግለጫ ኢትዮጵያ ቡና ከ ሰበታ ከተማ ?,train,amh,0.39
ይህ ውሳኔ አሁን ያለውን የኑሮ ውድነት የሚያባብስ ብ ።,የአሜሪካን የኑሮ ውድነት ይሆን ?,train,amh,0.3
የተባበሩት መንግሥታት ድርጅት የፀጥታዉ ጥበቃ ምክር ቤት ሩሲያን እንዲያወግዝ ዩክሬን ጠይቃ ነበር ።,የተባበሩት መንግሥታት የፀጥታዉ ጥበቃ ምክር ቤት ከ2012 ጀምሮ (ዘመኑ በሙሉ እንደ ጎርጎሪያኑ አቆጣጠር ነዉ ።,train,amh,0.44
አብዮታዊ ዲሞክራሲን እንደ አንድ ርዕዮተ ዓለም መውሰድ ይቻላል ?,በሌላ አነጋገር አብዮታዊ ዲሞክራሲን እንደ አንድ ርዕዮተ አለም መውሰድ ተገቢነቱ ምን ያህል ነው ?,train,amh,0.67
የቱርክ መንግሥት ከኢትዮጵያ ጋር የንግድ ድርድር እንደሚያካሂድ አስታወቀ ።,ይሄ ለነጻነት ፈላጊው ሥነ – ልቦና የአሸናፊነት ስሜት ተጫኝ ነው ።,train,amh,0.14
የተሸከርካሪ አደጋ የሦስተኛ ወገን መድን ሽፋን የሚሰጡ ተቋማት ።,በሀገራችን የተሸከርካሪ አደጋ የሦስተኛ ወገን መድን ሽፋን ብቻ የሚሰጡ ድርጅቶች የሉም ፡፡,train,amh,0.56
መኢአድ ፣ኢህአፓና እናት ፓርቲ ገዥው ፓርቲ ህዝብን ለአደጋ እያጋለጠ ነው ሲሉ ከሰሱ ።,«ገዥው ፓርቲ ህዝብን ለአደጋ እያጋለጠ ነው» ።,train,amh,0.61
የወያኔ ወሮበላ የዘራፊ ቡድን ስብስብ ለምንድን ነው የእራሱን ጥላ አይቶ የሚደነብረው ?,የወያኔ ወሮበላ የዘራፊ ቡድን ስብስብ የወሮበላ ስብስብ የዘራፊ ጥርቅም መሆኑ የሚታወቅ ታዋቂ ነገር ነው ፡፡,train,amh,0.62
ርዕሰ መስተዳድር አቶ ተመስገን ጥሩነህ የሻደይ ፣ አሸንድዬና ሶለል በዓል ያደረጉት ንግግር ።,""" ርዕሰ መስተዳደር ተመስገን ጥሩነህ ።",train,amh,0.58
የሚለው እና ሌሎችም በዋና ዋነ ዜናዎቻችን ተካትተዋል... ።,''አክሱም ገዳም ነው ፤ መስጊድ እንድትሰሩ አንፈቅድላችሁም'' የሚል ምላሽ እንደተሰጣቸው ያስታውሳሉ ።,train,amh,0.28
አሁንም ድረስ እኮ ችግሩ አለ ፡፡,ችግሩ እኮ ሌላ መፍትሄ ማጣት ነው ።,train,amh,0.38
ከወጣቶቹ መካከል አራቱን የአዲስ አድማስ ጋዜጠኛ አለማየሁ አንበሴ አነጋግሮ ፣ ሃሳባቸውን እንደ ወረደ አቅርቦታል ፡፡,የአዲስ አድማስ ጋዜጠኛ አለማየሁ አንበሴ ፣ ዛሬም ።,train,amh,0.56
የአማራ ክልል ልዩ ሃይል አዛዥ ለትግራይ ህዝብ ጥሪ አቀረቡ ፡፡,የአማራ ክልል ልዩ ሃይል አጣብቂኝ ውስጥ ገብቷል ።,train,amh,0.62
ይሄ ከሆነ ዛሬ ልክ 28ኛ ዓመቱን ደፈነ ፡፡,ይሄ ከሆነ ዛሬ ልክ 47ኛ ዓመቱን ደፈነ ፡፡,train,amh,0.56
የቃለ ምልልሱን የመጀመሪያ ክፍል ቀጥሎ ያድምጡ ፤ ።,የውይይቱን ሁለተኛ ክፍል ቀጥሎ ያድምጡ ፤ ።,train,amh,0.64
/ሙሉ ዘገባውን ከተያይዘው ፋይል ይከታተሉ/ ።,/ሙሉ ዘገባውን ከተያያዘው የምስል ፋይል ይከታተሉ/ ።,train,amh,0.84
የወያኔ ወሮበላ የዘራፊ ቡድን ስብስብ የጥላቻ መርከብ እየሰመጠ ነውን ?,የወያኔ ወሮበላ የዘራፊ ቡድን ስብስብ አመራሮችም የኢትዮጵያ ህዝብ ላይ ተመሳሳይ አመለካከት ሊኖራቸው ይችላል ።,train,amh,0.47
ስለ አመጣጡም ሆነ ስለ አካሄዱ የመናገርም ሆነ ፣ የዘገየ ስለመሰላቸው ምክንያቱን የማስረዳት ግዴታ የለበትም ።,በያዘው ውል መሰረት ስራውን ማጠናቀቅ አለበት ፡፡,train,amh,0.25
ሞጋቾች ተከታታይ ድራማ ምዕራፍ ሰባት ክፍል 173 ።,አየርበአየር አዲስ ተከታታይ ድራማ ክፍል 10 ።,train,amh,0.41
መንፃት አንችልም ማለት ግን አይደለም !,ይህ ማለት ግን እርሱ ብቻ ነው ማለት አይደለም ፡፡,train,amh,0.38
እሱ ተጽኖ ያደረገበት(ለት) አስተዳደጉ እንጂ ራሴ ልሁን ብሎ አደልም ባይ ነኝ ፡፡,5ኛው የህዝብ ተወካዮች ም/ቤት ልዩ ስብሰባን አስመልክቶ የአዲስ አበባ ነዋሪዎች አስተያየት ።,train,amh,0.2
እንኳን ለሊቀ ሰማዕታት ለቅዱስ ጊዮርጊስ( የኢትዮጵያ ገበዝ)ወርሃዊ የመታሰቢያ በዓል በሰላምና በጤና አደረሰን አደረሳችሁ ።,እንኳን ለመላዐኩ ለቅዱስ ገብርኤል ወርሃዊ መታሰቢያ በዓል በሰላምና በጤና አደረሳችሁ ።,train,amh,0.58
ከሞላ ጐደል መግባባት ላይ የተደረሰበት ሁኔታም ነበረ ።,ከሞላ ጐደል ጥሩ ፖሊሲ ነው ያለን ፤ ።,train,amh,0.45
ላንቺም መልካም አዲስ አመት ይሁንልሽ ።,መልካም አዲስ አመት ለምህረት ።,train,amh,0.8
ሃይማኖት በጀርመን ሃገር መሠረታዊ የሰዉ ልጅ መብት ነዉ ።,እንደ እናቴ ሳይሆን እንደ ሚስቴ ሀሳብ አውለኝ ።,train,amh,0.14
ሙሉውን መጽሔት በፒዲኤፍ ለማንበብ እዚህ ይጫኑ !,ሙሉውን ለማንበብ እዚህ ክሊክ ያድርጉ በ 10 :33 !,train,amh,0.67
ለምሳሌ የኩላሊት ንቅለ ተከላ እንጀምራለን ።,የኩላሊት ንቅለ ተከላ ጉዳይ የህግና መመሪያ ዝግጅትም ያስፈልገዋል ።,train,amh,0.61
አሰልጣኙ ዋናው ብሄራዊ ቡድኑ በሃላፊነት ለመምራት ሲረከቡ እቅዳቸው በወጣቶች ላይ መስራት እንደሆነ ተናግረዋል ፡፡,የጋምቤላ ዩኒቨርሲቲ የኮሮና ቫይረስን ለመከላከል እየሰራ ነው ።,train,amh,0.11
አስ/ደ/የሥራ ሂደት ቢሮ ቁጥር 5 በዚሁ ቀን በ4 ፡00 ይከፈታል፡፡,ንብ/አስ/የስራ ሂደት ክፍል ቢሮ ቁጥር 4 በ15ኛው ቀን 9 ፡0ሰዓት ይከፈታል ።,train,amh,0.47
ዞሮ ዞሮ ዋነኛው ወሳኝ ሕዝቡ ነው ፡፡,ከዚያም ወደ ተከታዮቹ ዞሮ ፤ ።,train,amh,0.31
የጉምሩክ ኃላፊ[ ለማስተካከል | ኮድ አርም ] ።,ተጨማሪ መረጃ[ ለማስተካከል | ኮድ አርም ] ።,train,amh,0.36
"ሐሙስ ፡-ከምሽቱ ሦስት ሰዓት የአማርኛ ዜና - ሴፕቴምበር 01, 2022 ።","ቅዳሜ ፡-ከምሽቱ ሦስት ሰዓት የአማርኛ ዜና - መጋቢት 07, 2020 ።",train,amh,0.59
ይሁን እና እዚህ አውሮጳ በተለይም በግሪክ በሚገኙ የስደተኞች መጠለያዎች የኮሮና ሥርጭት እያሰጋ ነው ።,ይህም በግሪክ የስደተኞች መጠለያዎች የኮሮና ስርጭት ስጋት እንዲያይል አድርጓል ።,train,amh,0.78
እስካሁን እስር ቤት ውስጥ ነው ።,እስር ቤት አይደል እንዴ በጌታ ?,train,amh,0.58
መንግሥት ለሚያደርገው የመልሶ ማቋቋም ሥራ አስፈላጊውን ድጋፍ እናደርጋለን- የተመድ የልማት ፕሮግራም ።,የተመድ የልማት ፕሮግራም ድርጅት የመልሶ ማቋቋም ሥራን በማገዝ ከመንግሥት ጎን እንዲቆምም ጠይቀዋል ፡፡,train,amh,0.64
- ጠቅላይ ሚኒስትር ዶ/ር አቢይ ጌድኦ ገብተዋል ፡፡,ጠቅላይ ሚኒስትር ዶክተር አቢይ አህመድ ሃዋሳ ገቡ ።,train,amh,0.66
ለመገመት እጅግ በጣም ከባድ ነው ።,ይህም ለመገመት ከባድ ከሆኑት ጨዋታዎች አንዱ ነው ።,train,amh,0.48
185) ሙሉሰው አለኸኝ (የቤተሰብ ብዛት 2) ።,309) አለኸኝ አስራ (የቤተሰብ ብዛት 3) ።,train,amh,0.52
እንኳን ደስ አለን ሁላችንም !,መላው የኢትዮጵያ ህዝብ እንኳን ደስ አለን ።,train,amh,0.89
አብን ከአንድ አመት በፊት የያዘውን አቋም ማስታወስ አለበት !,ከአንድ አመት በፊት እንዳየሁት ።,train,amh,0.2
ለመሆኑ ተሰናባቹ ኡናይ ኤምሪን ማን ሊተካቸው ይችላል ?,• ተሰናባቹ ኡናይ ኤምሪን ሊተኳቸው የሚችሉ 7 አሰልጣኞች ።,train,amh,0.73
ኢሳት - ትግሉ መርካቶ ደርሷል !,አሁን ትግሉ ከወሳኝ ደረጃ ላይ ደርሷል ።,train,amh,0.52
የሬድዮ ፣ የሥነ ጽሑፍና የሙዚቃ ዝግጅቶችን ለክፉ ይጠቀምባቸዋል ።,ትልልቅ መንግሥታዊ የልማት ፕሮጀክቶችንም መመራቱን የሚናገረው ታምራት “ምንም ዓይነት የፖለቲካ ተሳትፎ አልነበረኝም” ይላል ።,train,amh,0.3
የለም. . . ምንም ችግር የለም ።,አሁን ምንም የምንላችሁ ነገር የለም ።,train,amh,0.5
ዳና ድራማ ክፍል 61 ፣ ይመልከቱ ።,ቤቶች ድራማ ክፍል 179 ፣ ይመልከቱ ።,train,amh,0.47
ለምሳሌ አንድ ሰው ኦሮሞ ነኝ ሲል ፣ ኦሮምኛ ተናጋሪ በመሆኑ ነው ?,60 ኦሮምኛ ተናጋሪ ሕዝብ ኦሮሞ አለመሆኑን ዱሮም ተናግረናል ።,train,amh,0.41
የአሜሪካ መንግስት የጣለው የቪዛ ክልከላ የዓለም አቀፍን ህግ የጣሰ መሆኑን ምሁራን ገለጹ ።,አሜሪካ በኢትዮጵያ ባለስልጣናት ላይ የጣለችው የቪዛ ክልከላ ዓለም አቀፍ ህግን የጣሰ ነው -የሕግ ምሁራን ።,train,amh,0.84
እንዲህ መሆን አለበት.እንዲህ መሆን የለበትምም ።,እንዲህ አይነት አቋም ያለው የመጀመሪያው ኢትዬጵያዊ መሆን አለበት ።,train,amh,0.52
በዚህ አስቸጋሪ ሁኔታ ውስጥ ያሉትን ደግሞ በሚችለው አቅም ማገዝ ደስታ እንደሚሰጠው ይናገራል ።,አለቃችን ለስራ የሚሰጥህን እስክርቢቶ እንኳ ለግልህ ጉዳይ ተጠቅመህበት አታውቅም ?,train,amh,0.25
"ዕሁድ ፡- ከምሽቱ ሦስት ሰዓት የአማርኛ ዜና - ሐምሌ 26, 2020 ።","ረቡዕ ፡-ከምሽቱ ሦስት ሰዓት የአማርኛ ዜና - ዲሴምበር 28, 2022 ።",train,amh,0.53
"ባለፋት 24 ሰዓታት የ7 ሰዎች ሕይወት አልፏል ፤ አጠቃላይ የሟቾች ቁጥርን 1,588 አድርሶታል ።","ባለፋት 24 ሰዓታት የ6 ሰዎች ሕይወት አልፏል ፤አጠቃላይ የሟቾች ቁጥርን 1,352 አድርሶታል ።",train,amh,0.67
"ባለፋት 24 ሰዓታት የ6 ሰዎች ሕይወት አልፏል ፤አጠቃላይ የሟቾች ቁጥርን 1,371 አድርሶታል ።",ባለፋት 24 ሰዓታት የ17 ሰዎች ሕይወት አልፏል ፤አጠቃላይ የሟቾች ቁጥርን 637 አድርሶታል ።,train,amh,0.69
ይህ ማለት ለእኔ በጣም ብዙ ነገር ማለት ነው ፡፡,እ ስማ ይህ ለእኔ አዲስ ነገር አይደለም ፡፡,train,amh,0.39
በአጠቃላይ በሀገሪቱ ቫይረሱ የተገኘባቸው እና ህይወታቸው ያለፈ ሰዎች ቁጥርም 75 ደርሷል ነው ያሉት ፡፡,በአጠቃላይ በኢትዮጵያ በቫይረሱ ምክንያት ህይወታቸው ያለፈ ሰዎች ቁጥር 974 ደርሷል ።,train,amh,0.66
መለስካቸው አምሃ ዘግቦበታል የድምጽ ፋይሉን በመጫን ዝርዝሩን ያድምጡ ።,አዲሱ አበበ ያጠናቀረው ዘገባ አለ የድምጽ ፋይሉን በመጫን ያድምጡ ።,train,amh,0.59
የኢትዮጵያ ብሔራዊ ምርጫ ቦርድ 6ተኛዉ አገር አቀፍ ምርጫን ለማካሄድ ዝግጅት እያደረገ መሆኑን ገለፀ ::,የኢትዮጵያ ብሔራዊ ምርጫ ቦርድ አስፈላጊውን ዝግጅት አጠናቋል ፡፡,train,amh,0.81
በመሆኑም ፣ ሥነ-ጽሑፋዊ ሂስ ለሥነ-ጽሑፍ ሕልውና ጉልህ ሚና አለው ።,እኔ በበኩሌ ፣ ለሥነ-ጽሑፋዊ ሂስ እማልዳለሁ !,train,amh,0.58
በኢትዮጵያ ተጨማሪ 565 ሰዎች በኮሮና ቫይረስ ተያዙ ፡፡,ህዳር 14 ፣2013/ በኢትዮጵያ ተጨማሪ 418 ሰዎች በኮሮና ቫይረስ ተያዙ ።,train,amh,0.67
ቀዳሚ ምርመራ የሚደረግባቸው ወንጀሎች ።,በዐቃቤ ሕግ ውሳኔ ቀዳሚ ምርመራ የሚደረግባቸው ወንጀሎች አንቀጽ 80(2) ።,train,amh,0.77
ይሄ ከሆነ ዛሬ ልክ 26ኛ ዓመቱን ደፈነ ፡፡,ይሄ ከሆነ ዛሬ 227ኛ ዓመቱን ደፈነ ፡፡,train,amh,0.64
ምዕራፍ ሶስት ማር ሲበዛ ታህሳስ 16 ፣2008 ።,ምዕራፍ ሶስት ወይ ነዶ ታህሳስ 09 ፣2008 ።,train,amh,0.42
የእግዚአብሔርም ክብር በሲና ተራራ ላይ ተቀመጠ ፥,በመሆኑም ይሖዋ በሲና ተራራ አናት ላይ ወረደ ።,train,amh,0.69
የኦሮሞ ጥያቄ የማንነት ጥያቄ ነው ።,የሚለው ዋና ጥያቄ ነው ፡፡,train,amh,0.5
ይሄ የዜጎች ሃላፊነት ነው ።,ታዲያ ፤ የዜጎች ድክመት ነው ?,train,amh,0.36
ስለ አምላክ ባሕርያት አስብ ።,እስቲ ስለ አምላክ የምሕረት ዝግጅት ለጥቂት ጊዜ አስብ ።,train,amh,0.64
እሷም የብልፅግና ከፍተኛ አባል ነች ።,የትግራይ ክልል የብልፅግና ፓርቲ አባል ነዎት ?,train,amh,0.48
ይኼ ማለት ምንድን ነው ?,ምን ዓይነት ጥያቄ ነው ይኼ ?,train,amh,0.61
311) ሀብቴ ቸኮል (የቤተሰብ ብዛት 2) ።,323)ሀብቴ ሞላ (የቤተሰብ ብዛት 4) ።,train,amh,0.59
ለምን ይህን እንደትልቅ ነገር ማውራት ተፈለገ; ግልጽ ነው በወሬ እንደፈለጋቸው እንደሚዘውሩት ስለአመኑ ነው ፡፡,የቤት ኪንግ የኢትዮጵያ ፕሪሚየር ሊግ የ2ኛ ሳምንት አበይት ጉዳዮች እና ቁጥሮች !,train,amh,0.14
"""መንግሥትና ፖለቲካ ፓርቲን ያልለየ የምርጫ ቅስቀሳ እየተካሄደ ነው"" - ኢዜማ ።",መንግሥትና ፖለቲካ ፓርቲን ያልለየ የምርጫ ቅስቀሳ እየተካሄደ መሆኑን የኢትዮጵያ ዜጎች ለማኅበራዊ ፍትህ ኢዜማ አስታወቀ ፡፡,train,amh,0.97
ኢትዮጵያ እና አነጋጋሪው የወደብ ፍለጋዋ የዛሬው እንወያይ ርዕስ ነው ።,የሰሞኑ የመንግሥት እርምጃ እና አንድምታዎቹ የዛሬው እንወያይ ርዕስ ነው ።,train,amh,0.47
እብጠቱ መቀነስ በጀመረ ከስድስት እስከ 12 ቀኖች የወር አበባቸው ይመጣል ፡፡,የደቡብ ክልል ምክርቤት የህገመንግስት ማሻሻያ ፕሮግራም በማካሄድ ላይ መሆኑን አስታወቀ ።,train,amh,0.12
ነገር ግን እንከን የለሽ ደግሞ አይደለም ፡፡,እናንተ ደግሞ “እንከን የለሽ ነው” ብላችኋል-- ።,train,amh,0.52
እኔ የአብን (የአማራ ብሔራዊ ንቅናቄ) ደጋፊ አይደለሁም ፡፡,እኔ አይደለሁም እና ምን ።,train,amh,0.42
አሳዛኝ ወቅት ላይ ነን ።,ይህን አሳዛኝ ታሪክ . ።,train,amh,0.56
በግጭቶቹም 12 ተማሪዎች ላይ ጉዳት የደረሰ ሲሆን ሁለቱ ከባድ ጉዳት አጋጥሟቸዋል ።,እኛ ላይ የደረሰ ጉዳት የለም ።,train,amh,0.5
የአዉሮጳ ኅብረትን ያወዛገበዉ የስደተኞች ጉዳይ ።,የአዉሮጳ ኅብረትና የስደተኞች ጉዳይ ።,train,amh,0.78
በደርግ ጊዜ ያልነበረ ፤ በኢሕአዴግ በሕዝብ ላይ የተፈፀመ ብዙ ወንጀል አለ ፡፡,ውጤቱ እንደሚያመለክተውም የስፖርተኞቹ በቀጥታ አመጋገባችው ሳይንሳዊ ከአለመሆኑ ጋ የሚያያዝ እንደሆነ ነግረውናል ።,train,amh,0.16
በዚህ ጊዜ ሁኔታዎቹ ፍጹም የተለዩ ነበሩ ።,እርግጥ ሁኔታዎቹ አስቸጋሪ ነበሩ ።,train,amh,0.45
ለማንኛውም መልክተኛ በአላህ ፈቃድ ካልኾነ ተዓምርን ሊያመጣ አይገባውም ፡፡,ባለፋት 24 ሰዓታት የ16 ሰዎች ሕይወት አልፏል ፤አጠቃላይ የሟቾች ቁጥርን 479 አድርሶታል ።,train,amh,0.17
እናላችሁ… ዘንድሮ… አለ አይደል… “አንተ ምነው ባለቤትህ ከሳችብኝ !,እናማ… “አንተ ምነው ባለቤትህ ከሳችብኝ !,train,amh,0.56
ለመሆኑ ድርጅትዎ ፖለቲካውን እርግፍ አድርጎ ትቷል ወይስ ።,* አሁን ግን ለአንዴና ለመጨረሻ ጊዜ ጦርነትን እርግፍ አድርጎ ትቷል ።,train,amh,0.38
ኢትዮጵያ እና ኤርትራ ከማን ወገን ናቸው ?,ኢትዮጵያ እና ኤርትራ ምን ሚና ሊኖራቸው ይችላል ?,train,amh,0.73
የዕለቱ ታማሚዎች የጉዞ ታሪክ እና በበሽታው ከተያዘ ሰው ጋር ያላቸው ግንኙነት እንደሚከተለው ቀርቧል ፦ ።,የዕለቱ ታማሚዎች ዝርዝር ሁኔታም እንደሚከተለው ቀርቧል ፣ ።,train,amh,0.67
የአሸንዳ በዓል ዝግጅት በሰሜን አሜሪካ ፡፡,በሰሜን አሜሪካ የስፖርት ፌደሬሽን በዓል በቶሮንቶ ተጀመረ ።,train,amh,0.34
"ባለፋት 24 ሰዓታት የ12 ሰዎች ሕይወት አልፏል ፤አጠቃላይ የሟቾች ቁጥርን 1,882 አድርሶታል ።","ባለፋት 24 ሰዓታት የ13 ሰዎች ሕይወት አልፏል ፤ አጠቃላይ የሟቾች ቁጥርን 1,831 አድርሶታል ።",train,amh,0.84
የራሳቸው ህገ መንግሥታዊ አወቃቀር አላቸው ።,እያንዳንዳቸው የራሳቸው መልዕክት አላቸው ።,train,amh,0.38
ከዉጪ ጉዳይ ሚንስትር ሒላሪ ክሊንተን ፥,የዚህ ችግሩ ምንድን ዋናው በባለቤትነት ይዞ አለመስራት ነው ችግሩ ።,train,amh,0.25
