index,Text1,Text2,Type,Lang,Scores,e5_mean
3271,A man with a black dog sitting in a yellow kayak on that is floating on calm water.,Three sailboats float on calm water in front of hills and palm trees.,train,eng,0.44,0.8359726667404175
3272,Ryodan on the other hand chained Dani up for 3 days without food or water or bathrooms.,"This new cover totally says that the story is ALL about Dani, right?",train,eng,0.44,0.7842695713043213
3273,He shoud stay home and grow up,why not stay home and talk!,train,eng,0.44,0.8877574801445007
3274,@AsaSoltan putting abortion in with choices for women just won my heart over. Yaaaaaas! #shahs,@LuM1996 @KurtSchlichter #Obama cares more about deserters than unborn babies #ProtectTheUnprotected #AntiAbortion,train,eng,0.44,0.8411301374435425
3275,"If my only impression of the US was Donald Trump, I think I would hate it.","@realDonaldTrump Now that you're the leader of the GOP, will you show them what Leadership is? #MakeAmericaGreatAgain",train,eng,0.44,0.8175495862960815
3276,"I don't necessarily miss the love triangle, but I Jacob is such a lovable character!","At the same time I love this ending because at least we know there won't be a reimagining of the other three books, too.",train,eng,0.44,0.8288516402244568
3277,"This feels like pretty generic fantasy to me, as it has nearly every stereotypical fantasy character/event/etc in it, bot overall it wasn't a bad read.","Feist is a master fantasist, and for me this is where it all began.",train,eng,0.44,0.803805947303772
3278,I Can't wait to read more about Lana and her adventures !,"And if Lana fails at the true goal, the secrets she doesn't know could doom the whole system.",train,eng,0.44,0.7994424700737
3279,maybe you should be interested in the older sister.,Please with your older sister or commit a similar action.,train,eng,0.44,0.9073957204818726
3280,@realDonaldTrump you work on the Mexican wall and I will focus on the Canadian wall!! #trueenemy #Christie2016,@realDonaldTrump gonna be on @greta show right now! #greta #TrumpIsRight,train,eng,0.44,0.8779468536376953
3281,The male in your grade? That is sensational.,The other was a Caucasian male in six grade.,train,eng,0.44,0.840735137462616
3282,After his woman died he longed for the death and found Lestat.,A room that contained him and Lestat.,train,eng,0.44,0.8524230122566223
3283,"@Newsmax_Media I bet the @realDonaldTrump does. This man knows how to save our country w/o tiptoeing around, playing games.","@ZekeJMiller @Reince @SharonDay GOP plan to stop Trump? LOL Maybe they can put up loser candidates like Romney, McCain and Jeb!",train,eng,0.44,0.8261293768882751
3284,get the whole CD and rip the track you want,just bought that last week the whole cd is great.,train,eng,0.44,0.8530529737472534
3287,People are walking around a picnic area that is covered in snow.,A woman and a child wearing snow skiing gear sitting on the side of a snow covered mountain.,train,eng,0.44,0.8357551693916321
3288,"From t he very first sentence, literally, of Dead Undead or Somewhere in Between, I liked Rhiannon Murphy.","Rhiannon Murphy is a bartender in a strip club, a mouthy chick and oh by the way, a necromancer.",train,eng,0.44,0.833000123500824
3289,"I really liked Bethany and Cole and Amelia, even though she can be bratty sometimes.",Amelia is such a strong female lead and her story is so unique!,train,eng,0.44,0.8408054709434509
3290,"In 2013 Clinton Foundation collected $140M and spent $9M on direct aid, in 2014 they raised $500M and spent $100M on direct aid!",@gerfingerpoken2 #hillary is most likely a felon many times over but has been protected by the political class.,train,eng,0.44,0.8062138557434082
3291,"* So, hey, hey this song is for us *","* Then don't give it up, that's what they're singing *",train,eng,0.44,0.8914284110069275
3292,His first eye-opening is when he meets Rayna.,"Rayna is half demon and half hunter, beautiful, tough, and challenges everything that Chase has ever known.",train,eng,0.44,0.7996594309806824
3293,"Heading on up to South Park, gonna see if I can't unwind.","South Park"" belittles everything and it is merely humorous.",train,eng,0.44,0.8371692895889282
3294,"It originally meant ""disc jockey,"" but say ""dance jamster.",Are you certain that you posses a disc jockey license?,train,eng,0.44,0.8284552693367004
3295,"Oh look!!! So not only are antichoice strongly against pregnant people's human rights, they're also homophobic. Shocker. (Not)","@nytimes Thanks to anti-choicers, women dealing with this may also face prosecution.",train,eng,0.44,0.8381500244140625
3296,Two women in diaphanous pink skirts dancing.,Two women appear to sleep at a table in a diner.,train,eng,0.44,0.8163642883300781
3297,It's what's best for business and presidential seat for #HillaryClinton,#HillaryInNH is like Adolph Hitler in a Synagogue. #tcot #uniteblue #ctot,train,eng,0.44,0.8564950227737427
3298,The first sharks looked very different from modern sharks .,"But in early sharks , they were the same length .",train,eng,0.44,0.8846810460090637
3299,"Anyone who is against @realDonaldTrump 4 president, has no clue of his success and the potential of greatness he can do 4 us.",People who judge Trump based on his looks and hair style yet call him a racist bigot might be #hypocrites,train,eng,0.44,0.8528690934181213
3300,Advokatni kancelar JUDr. Miluse Calabkova on the EDB map,"S-servis bke, s.r.o. vybaveni strelnic on the EDB map",train,eng,0.44,0.8609037399291992
3302,A jug of water over his head.,A whole ton of water.,train,eng,0.44,0.8355380296707153
3303,"In 2008 , Kuban was the most popular club of 1 division .",In 1963 the club was renamed Kuban and has been known by this name ever since .,train,eng,0.44,0.8529460430145264
3306,@tooprettyclub Are you OK with #GOP males telling you what you can and can't do with your own body?,"If the fetus isn't inside you, than shut up love",train,eng,0.43,0.832973062992096
3307,@HillaryClinton A Rainbow logo? Did u know only 4% of the US is gay? (2010 Census). #WhyImNotVotingForHillary,@johnpodesta @HillaryClinton awesome every true chef needs this.. Go Hillary,train,eng,0.43,0.826090931892395
3308,@AnneJp1946 I have no problem with birth control but their you go with that free thing again. So your solution is murder good idea,@ghhshirley @WordfactoryQ @LeahNTorres Abortion Workers Charged with Manslaughter After Another Woman Dies From,train,eng,0.43,0.8340615034103394
3310,But i think Layla is the one I am really looking for.,LAYLA The girl grew a spine people!,train,eng,0.43,0.8333956003189087
3311,A person asks questions so as to receive answers.,I regularly answer questions on Yahoo Answers.,train,eng,0.43,0.8564673066139221
3313,I really enjoyed this book and how much we learned about the character's past.,i am angered by most of the scenes in the book.,train,eng,0.43,0.8201104998588562
3314,"This is a tale of the late 19th - early 20th century years, when stage shows were everywhere and stage magic was all the rage.","Brought to you by Staar84 Beware of spoilers In 1878, two young stage magicians clash in the dark during the course of a fraudulent seance.",train,eng,0.43,0.8471782207489014
3315,Laughing at the Republican Party. The BEST they can offer is #DonaldTrump and #JebBush? #HillaryClinton has got this!,Let's bring prosperity to the line workers & to the kindergarten teachers!!!- @amyklobuchar #inspiredbyhillary,train,eng,0.43,0.8347710371017456
3316,"It includes 500-600 species of mostly herbs , with some shrubs and trees , in 32 genera .","Most Heliantheae are herbs or shrubs , but there are some that grow to the size of small trees .",train,eng,0.43,0.8491569757461548
3317,Santorum's 3-year-old daughter hospitalized,'Kony 2012' director hospitalized,train,eng,0.43,0.8159077763557434
3318,"In 1996 , Bruce Pavitt resigned from Sub Pop to raise a family .",The album cover was an attempt by Sub Pop to capitalize on Cornell 's image .,train,eng,0.43,0.7606469392776489
3319,"Zone in Orlando , Florida .",It is in Zone 1 of the underground .,train,eng,0.43,0.8184226155281067
3320,Clearly @realDonaldTrump has very good finance people because his shocking racist comments proves he not an intelligent human!,I wonder if Trump is at the Mexico soccer game in Chicago? I hear he has a lot of supporters there,train,eng,0.42,0.8033257722854614
3321,Percy Sledge is an American R&B and soul performer .,Urban contemporary was developed through the characteristics of genres such as R&B and Soul .,train,eng,0.41,0.7972157001495361
3322,"It was completely original, and an angel story told right.","From the beginning of the book, I was very captivating by the story.",train,eng,0.41,0.830909013748169
3323,My teacher today basically said that embroyo's are nothing but skin + blood & that abortion was fine. #smartlady,@LilaGraceRose defunding PP won't mean fewer abortions. It will mean more dead women.,train,eng,0.41,0.8274500966072083
3324,i aint listenin to a guy trying to pick me up!,"Dude, they are trying to pick someone up on the Internet!",train,eng,0.41,0.8523523211479187
3325,It was amazing to learn about all the Egyptian culture and stories.,I really enjoyed the Egyptian god connection.,train,eng,0.41,0.8949886560440063
3326,"Jamie has been drawn to Jeremy, but without much acknowledgement from Jeremy.",So Jamie and Jeremy start investigating.,train,eng,0.41,0.8581352233886719
3327,"Even with my qualms, I'm still looking forward to reading the next book.","Sophie is age appropriate for young adult books, but the language and writing style of this book is much more on an adult level.",train,eng,0.41,0.7867358922958374
3328,where'd everyone go in the fog?,"Tomorrow, a little fog at the beach.",train,eng,0.41,0.7944617867469788
3329,GRATE TWO SEE @realDonaldTrump GET TUFF ON BOARDER CONTROL! HAS MY VOTE IN 2016! #TCOT #ILLEGALSSTOLEJOBS,"@BillKristol GOP, Dems & Media are all scared of Trump. I am thoroughly enjoying the hand-wringing and hysterical name calling.",train,eng,0.41,0.8209858536720276
3330,@HillaryClinton R U desperate or what? 3rd Hillary tweet on my timeline 2day. NOT gonna vote 4 U!,".@HillaryClinton The spatula seems appropriate, given that it can be used to easily flip positions if the heat gets to high.",train,eng,0.41,0.8256890773773193
3331,I hae no problems with them.,My aunt married her boss without any problems!,train,eng,0.41,0.8346933126449585
3332,@ForQ2 I guess @realDonaldTrump really doesnt like or respect any politicians. .I respect him even more for that.,@realDonaldTrump I feel the train is gaining steam.,train,eng,0.41,0.8341059684753418
3333,"One thing you seem to be forgetting regarding myths, is they are extremely prevalent stories.","I noticed you said ""movie critics"" enjoy mythological references in a film, but do audiences?",train,eng,0.41,0.8275695443153381
3334,@HillaryClinton #freedom_justice_equality_education for innovation and development to make #happy_life i Utopia,Let's bring prosperity to the line workers & to the kindergarten teachers!!!- @amyklobuchar #inspiredbyhillary,train,eng,0.41,0.8820094466209412
3335,I'm so glad Toby and Tybalt finally got together.,"Toby was somehow, for me at least, a lot more relatable in this book.",train,eng,0.41,0.8616142272949219
3337,"A woman in a bright pink skirt carrying a basket on her back, walking up a cobblestone path.",A man in a striped orange shirt pulls a cart heavily laden with colorful cleaning supplies up a cobblestone street.,train,eng,0.41,0.8360756039619446
3338,"The governess at the child, or the child at the governess?",the babysitter after the baby or the babysitter?,train,eng,0.41,0.8729523420333862
3339,I have seen just about every episode of CSI Las Vegas.,There is plenty of fear and loathing in Las Vegas.,train,eng,0.41,0.8473854064941406
3340,I enjoy a lot from both David Bowie and Pink Floyd.,"Pink Floyd, but can I put a vote in for the Ramones too?",train,eng,0.41,0.8640600442886353
3341,"an ipod , you wouldn't have buy the cd to listen to a couple of songs",I am almost certain that you could buy their CD at Walmart.,train,eng,0.41,0.8342404365539551
3342,the sound of a clocks tick over and over,The table makes a sound.,train,eng,0.41,0.8301361799240112
3343,This leaves Anna barely functioning causing her to dislike vampires.,"Speaking of her friends, Anna Cathy and Ty have great personalities.",train,eng,0.41,0.7763553857803345
3344,A baseball player is about to catch the ball while a man watches.,A female tennis player on a blue court prepares to hit the ball.,train,eng,0.41,0.810951828956604
3346,An older woman watches a younger woman play with a child.,An elderly woman giving her daughter a hug.,train,eng,0.41,0.8844404220581055
3347,It is a fate that no Jan Tep wants.,Those without become the Sha' Tep which are basically servants to the Jan Tep.,train,eng,0.41,0.8398464918136597
3348,rock n roll all the way from the beatles to hawthorne hieghts all rock rocks,"My husband found me on the radio station, Q106 Rock n Roll Dateline.",train,eng,0.41,0.767928421497345
3350,"Under the ring name Test , Martin wrestled for the World Wrestling Federation from 1998 - 2004 , and 2006 - 2007 .","Most recently , he worked for Total Nonstop Action Wrestling under the ring name `` The Punisher '' Andrew Martin .",train,eng,0.41,0.8442091345787048
3351,where'd everyone go in the fog?,There were footsteps in the fog.,train,eng,0.41,0.8584835529327393
3352,Thr r no rights w/o responsibilities. The rt 2 bodily autonomy comes w/ the responsibility 2 care 4 1's unborn child #ProLifeYouth,If being a mother's womb isn't safe I guess neither are churches; specifically black ones #WhoIsBurningBlackChurches,train,eng,0.41,0.8371038436889648
3353,Hey Megan--a baby's heart starts beating at 21 days after conception. No time is the right time to end its life!! #kellyfile,@AzzarelliJim Not so great for the women you want to force to give birth against their wills. #rapeculture,train,eng,0.41,0.8460670709609985
3354,A small child playing at the playground.,A small child opening up Christmas presents.,train,eng,0.41,0.8212555050849915
3355,I can't wait to continue reading the series and find out what happens to the girls.,"The first of Libba Bray's Gemma Doyle Trilogy, ""A Great and Terrible Beauty,"" is an interesting start to a series.",train,eng,0.41,0.8031893372535706
3358,"It is a significant event, especially with a shy girl.",Marriage is a significant event in a person's life.,train,eng,0.41,0.8370001912117004
3359,Can't wait to see what is developing with the PsyLED team and specifically with Occam and his devoted protectiveness.,"Nell's love interest, Occam, slowly makes a move, but is frustrated by Nell constantly being in danger.",train,eng,0.41,0.8501116037368774
3360,The Governor of Shaanxi is the highest ranking official in the People 's Government of Shaanxi .,The Convent has been the official residence of the Governor of Gibraltar since 1728 .,train,eng,0.41,0.784410834312439
3361,"hey ""transparent"" @HillaryClinton so...who is ""Santa""? #LibHack #Pay2Play #Corruptocrat #tcot #Benghazi #VinceFoster #Monica",@akawhit1 ITS TIME TO ROPE OFF KILLARY @FoxNews DELETE HER OFF YOUR BALLOT SHE IS A CLONE OF SODOM INSANE OBAMMAD #WakeUpAmerica,train,eng,0.41,0.8484389185905457
3362,Syria opposition threatens to quit talks,Syria opposition agrees to talks,train,eng,0.41,0.9255184531211852
3363,I would be so embarrassed if @realDonaldTrump were my dad. My dad was #conservative #Marine but not stupid or unkind. #yuck,#greta Trump is absolutely on fire right now! He is a good man with a great family. He is the medicine this country needs!,train,eng,0.41,0.8411810994148254
3364,it is file sharing by the way.,use file sharing software like limewire and such,train,eng,0.41,0.8874725103378296
3365,@CNNPolitics @Eugene_Scott Careful Donald. Don't get carried away.,@realDonaldTrump You are the trump card of my heart.,train,eng,0.41,0.824103593826294
3366,"He's to teach her how to control the horseman, but he finds she's branded with the Headless Horseman's mark.",He was one determined character and I liked how he handled the ending.,train,eng,0.41,0.783727765083313
3367,"The Crusaders: horrible in many ways, justified in others.","Meda has sided with the Crusaders, but why won't they trust her?",train,eng,0.41,0.8406791687011719
3368,@HillaryClinton literally the greatest video I have ever seen.,My mom just told me she and my aunt want to volunteer on @HillaryClinton's campaign! I support it!,train,eng,0.41,0.8620523810386658
3369,"A bit slower than I'd like but still very enjoyable, looking forward for 2nd book",Very few important characters bit the dust and there wasn't much in the way of gritty violence--something I can't help but enjoy.,train,eng,0.41,0.8280757665634155
3371,"Le(a)nin left RT @uss_victory: @realDonaldTrump /#LongLiveLiberty; Better is a ""#Capitalist"" for President than a #Communist.",That Time Trump Spent Nearly $100000 On An Ad Criticizin US Foreign Policy In 1987 #america #DonaldJTrump #foreignpolicy,train,eng,0.41,0.8307937383651733
3372,"We played a good joke yesterday, did we not?",It was some time after they played a joke upon you.,train,eng,0.41,0.852138102054596
3374,"Prior to its dissolution , Air Kazakhstan was headquartered in Almaty .","Mesa Air Group , a regional airline group , is headquartered in Phoenix .",train,eng,0.41,0.8154256939888
3375,two men look over cliff near the beach.,People are hanging out at a beach side cafe.,train,eng,0.41,0.8181946277618408
3376,Donald Trump isn't afraid to roast everyone.,@AnnCoulter @realDonaldTrump The Media will try to discredit him. Democrats and GOP will attack him. America will Stand with him.,train,eng,0.41,0.7870780229568481
3378,@AzzarelliJim Not so great for the women you want to force to give birth against their wills. #rapeculture,"@mrprolife Complications come with all types of medical procedures, doesn't mean procedure itself should be banned. #DealWithIt",train,eng,0.41,0.8820523023605347
3379,He looked melancholic and walked quietly away.,"So I smiled, then frowned again and walked away.",train,eng,0.41,0.8450008630752563
3380,Calusa Indians founded the settlement and called it Manataca .,Erik the Red founded the first Nordic settlement in Greenland .,train,eng,0.41,0.7961533069610596
3381,"The Goose Girl might be based on a fairy tale, but that isn't likely.",I loves me some retold fairy tales.,train,eng,0.41,0.7980764508247375
3382,"I wanted the kids to be more empowered, but it was more realistic (as far as a magic candy shop can be) this way.","A Candy Shop opens up in town, but it isn't a normal candy shop.",train,eng,0.41,0.841658890247345
3383,A boy jumps from the top of a blue plastic slide.,An opposing wrestler is jumping off the top ropes onto another wrestler.,train,eng,0.41,0.8127185106277466
3384,an indian man in a white costume is talking to three women in colorful saris.,Three women wearing black vests and gray shirts are talking outside of a building.,train,eng,0.41,0.8507726788520813
3385,The slowly growing feelings between Peter and Alice were a really nice touch.,Alice ends up being sent to Wonderland to collect an army.,train,eng,0.41,0.8144668340682983
3386,the clitoris and nipples because they are the most sensitive,"clitoris but before that nipples :p and before that, lips and neck, behind the ears...",train,eng,0.41,0.8701276183128357
3387,"I wrote 'The Art of the Deal,' the number one best selling business book of all time, at least I think","@realDonaldTrump First sentence a must, but he'll NEVER be my President. #Truth will be revealed. He's an Indonesian citizen.",train,eng,0.41,0.7871438264846802
3388,"It's Monday night,do you know where your Hillary supporters are? In Rock Hill at our Amazing Phone bank! Come join!HillaryforSC",@DemocratGuide @Reuters bur #Hlllary just raised 45 million!,train,eng,0.41,0.8386578559875488
3389,But she had loved her more than Wendy expected.,Wendy has an incredible gang around her.,train,eng,0.41,0.8169395923614502
3390,"In contrast to it , the naginata blade is shorter , wider and more curved to the tip .",The angle tint tool has a slightly curved tip that is commonly used in printmaking .,train,eng,0.41,0.82105553150177
3391,@HillaryClinton @WomenintheWorld we need to re-establish a #global system dominated by love and affection have #moral_humane RT,RT @hale_razor:#HillaryAccomplishments 1 of select few people fired 4 being 2 unethical 2 investigate Watergate,train,eng,0.41,0.8400446176528931
3392,"Still, revenues from the extra premiums would not be huge.",How would the extra premiums be collected?,train,eng,0.41,0.827545702457428
3393,I watch the Real World because I like that show!!!,"Laguna Beach, Real World and Road Rules.",train,eng,0.41,0.815036416053772
3394,"This is my favorite quote from the book and an excellent quote about love: ""This is what love is, I thought.",I just can't help but love two characters who enjoy aggravating each other - it may be my favorite dynamic to read.,train,eng,0.41,0.8437525629997253
3395,They shall impose such penalties on a non-discriminatory basis.,"In the future, I will impose the heaviest penalties.",train,eng,0.41,0.8282933831214905
3396,go to dis site from ebay.,The site www.lyrics.com has the lyrics.,train,eng,0.41,0.8051079511642456
3397,@JohnKerry @BALWANIKAPIL @HillaryClinton @StateDept @tomperriello I didn't realize #PayToPlayDiplomacy was such a big hit!,@philadper2014 @LouiseKatina Hillary's New Campaign slogan is: HILLARY - NOTHING TO HIDE BUT THE TRUTH! #tcot #WakeUpAmerica,train,eng,0.41,0.8304288983345032
3398,Are the same people who are red faced and frothing over abortion also against the death penalty? Just wondering... #deathpenalty,"@LifeMattersJrnl Once again, whose body do you have a ""right"" to use w/out consent? Still waiting. #rapeculture",train,eng,0.41,0.8416900634765625
3399,This is # 3 in the Harper Connelly series.,"I think that Harris's Harper Connelly books are better than her Sookie Stackhouse books, but I don't necessarily enjoy them as much.",train,eng,0.41,0.8323155045509338
3400,This made me love Despina so much more than I did already.,"I like Jalal and Despina, but neither of them has enough character development to really pull this off.",train,eng,0.41,0.8348627090454102
3401,"@realDonaldTrump U gonna take this? I hope not! Bullshit from #Univision #NBCUniversal and #Macys. ""Magic of Macy's"" my ass","Donald Trump has me ""L-ing my A O."" This dude is nuts I highly recommend watching the #CNN interview. He is entertaining.",train,eng,0.41,0.8552840948104858
3402,Tell him to go to the local strip club.,I will probably hang out a a local club.,train,eng,0.41,0.864858090877533
3403,A mother and daughter pose in front of a waterfall.,A model poses for a photo shoot inside a luxurious setting.,train,eng,0.41,0.8241267800331116
3405,"okay, helicopter Khui, stop trying to run my life!","So, Liz calls her Khui a Cootie - which I have to say is adorable.",train,eng,0.41,0.833434522151947
3406,Khalid was received by his elder brother Walid bin Walid and was first among the three men to enter Islam .,"Before the early years of Islam Islam Khalid bin Walid , corresponding to a soldier in his youth was notorious in pure Quraysh .",train,eng,0.41,0.8316450119018555
3407,A doctor in an office smiling at the camera.,A man walking underneath a bridge glances at the camera.,train,eng,0.41,0.8097931146621704
3408,"Canada's legal definition of ""human being"" is based on 17th century science. It's time for an update. #ProLifeYouth #cdnpoli",@StevenErtelt @GM_GXPfan My wife had an abortion when she was young She regrets it to this day,train,eng,0.41,0.8146464824676514
3409,Been slacking on my @realDonaldTrump retweets.. had some catching up to do .. #Trumpforpresident,@JebBush and @marcorubio cannot speak their minds b/c they are paid 2 keep things pc. @realDonaldTrump ANSWERS TO NO ONE!,train,eng,0.41,0.8377810120582581
3410,You know what's best for you You know what's best for your happiness You know what's best for your well being,When is abortion a responsible choice? When a woman chooses it to be,train,eng,0.41,0.7815684080123901
3412,It hurts because it's our fault.,"Apologies, females, but this isn't our fault.",train,eng,0.41,0.8469506502151489
3413,A man with a red and black shirt sells fish.,A male is standing in a river and fishing and is holding a net.,train,eng,0.41,0.8793391585350037
3414,Aileana is a feisty redhead who burns with the thirst for revenge.,"The two have a great friendship and Gavin is the only one who knows Aileana's secret, being a seer and able to see fae himself.",train,eng,0.41,0.8061822056770325
3415,Why is it illegal to kill an unhatched eagle egg but its legal to kill an unborn human baby?isright,Kudos to the mentality that believes people who are dumb enough to not use protection are 'mature enough' to take care of a baby.,train,eng,0.41,0.8105688691139221
3416,It is the third busiest station on the network and the busiest without connection to the National Rail service .,"The idea was looked into , but Network Rail own the necessary land and need it for their own expansion plans .",train,eng,0.41,0.7691147923469543
3417,Trump Tower is not on fire. It is The Avery building. The only Trump fire is the one that I hand out when #YoureFired #TrumpRules,THE @realDonaldTrump **MAKING TWO FEES INSTEAD OF ONE** WE NEED A WINNER IN THE WHITE HOUSE AGAIN #MakeAmericaGreatAgain !!,train,eng,0.41,0.8400365710258484
3418,Children are having fun playing in the water and on shore at the beach.,A shirtless guy with blue shorts and a surfboard walking towards the beach water.,train,eng,0.41,0.7886371612548828
3419,EVERYDAY AMERICANS AND THEIR FAMILIES NEED A CHAMPION AND HILLARY WILL BE THAT CHAMPION.,"@HillaryforIA come on, Iowa! For better USA and the ROW",train,eng,0.41,0.8475010395050049
3421,Several women are gather around a table in a corner surrounded by bookshelves.,A crowd gathers in front of a stand from which a man and two women sell food.,train,eng,0.41,0.824866533279419
3422,"In one case, I didn't understand the mechanics of how Jafar could do something to a certain character - it didn't make sense to me.",*But*--and pay close attention now--*I have to do what [Jafar] says.,train,eng,0.41,0.7911948561668396
3423,@AsaSoltan putting abortion in with choices for women just won my heart over. Yaaaaaas! #shahs,Just owned a woman who works for planned parenthood. #factsonly,train,eng,0.41,0.8548182249069214
3424,Three people sitting on a bus each doing something different.,Three people at are doing high-risk work.,train,eng,0.41,0.782349705696106
3426,"(p.399) ""Welcome to Bordertown"" by Ellen Kushner & Terri Windling sets up the premise for the anthology.",And the individual authors of the anthologies used the premise in diverse ways.,train,eng,0.41,0.8188819885253906
3427,"And, there's a good reason he insists on trying 'the shoe' on every maiden in order to find his real love.","I'm baffled by the low ratings, because it's a really good retelling and you'll find mentions of other popular fairytales in there too.",train,eng,0.41,0.797206699848175
3428,I struggle to get into Stephen Kings way of writing.,I recommend The Bazaar of Bad Dreams to all fans of Stephen King.,train,eng,0.41,0.8565590381622314
3429,I cant' relate to the main character; Rudy and that's a big problem.,Teeth is just as much of a complex character as Rudy.,train,eng,0.41,0.8439486026763916
3430,check out this site for more info:,Please check IMDb for information.,train,eng,0.41,0.8590735197067261
3431,"The hurricane caused 3,000 deaths , as well as crop and animal damage .","It caused around 163 deaths , and brought damage throughout the areas it affected .",train,eng,0.41,0.8640514612197876
3432,In 1889 it was raised by the Roman Catholic Church to the double rite of first class .,The Latin Rite or Church is the largest and most widely known of the 22 Rites of the Catholic Church .,train,eng,0.41,0.8370652794837952
3433,"Clancy has generally been regarded as a political conservative , and has donated over US$ 256,000 to Republican Party political candidates .","Though Hindenburg ran during the second round of the elections as a non-party independent , he was generally regarded as the conservative candidate .",train,eng,0.41,0.8085240721702576
3434,Why attempt to love someone that cannot reciprocate those feelings?,You are not the only person who has those feelings.,train,eng,0.41,0.8065369725227356
3435,The original featuring Peter Sellers actually references the Pink Panther diamond.,Both the pink panther and the haunted mansion are rated pg-13,train,eng,0.41,0.8270115256309509
3436,"@ZekeJMiller @Reince @SharonDay GOP plan to stop Trump? LOL Maybe they can put up loser candidates like Romney, McCain and Jeb!",@RSherman_25 Join Twitter Trump brigade #onethousandtweets to support message #MakeAmericaGreatAgain @realDonaldTrump,train,eng,0.41,0.8302724361419678
3437,"On March 17 , 1995 Janet Reno ended the investigation .",Janet Wood Reno is the former Attorney General of the United States .,train,eng,0.41,0.8302487134933472
3438,"Hey, me and my girlfriend are at the bar.","Hey, it's my girlfriend. That was seriously uncool.",train,eng,0.41,0.8662289977073669
3439,I don't know exactly why is that...,I don't know what was previous knowledge or new to previous readers.,train,eng,0.41,0.8304152488708496
3440,25% of Mexico has INVADED AMERICA - & CONTINUES to OCCUPY us yet POS #RINO phony #Jeb BLAMES #TRUMP for telling the TRUTH! -,@realDonaldTrump Stay the course! You can win! The USA needs your leadership and competence!,train,eng,0.41,0.815895676612854
3441,"It's always sexy, funny, and light reading.","LITERAL ADDICTION gives Time Thief 4 1/2 Skulls and definitely recommends it if you're looking for something fresh, funny, sexy and new.",train,eng,0.41,0.8146809339523315
3442,@Stuart1927 @GoodCounselNet Thank goodness politicians saw sense and recognised women's rights over their own bodies.,Well that's a win for women in Texas. Thank you SCOTUS! #texas,train,eng,0.41,0.8869357705116272
3443,Is this about teaching Pop some lesson?,it was a lesson that reads:,train,eng,0.41,0.8193233013153076
3444,THE DONALD & CARLEY - Perfect Together! - #Trump,Why is it wrong when Trump is stating facts about illegal immigrants??? He is 100% Right,train,eng,0.41,0.8195304870605469
3445,A little girl in a green bathing suit is getting splashed in a water fountain.,A black and white dog is being soaked with a jet of water in a blue paddling pool.,train,eng,0.41,0.8301529884338379
3446,"As a semi-independent state , the Principality existed from 1571 to 1711 .",Barisal was a semi-independent area in Mughal period .,train,eng,0.41,0.8310203552246094
3448,"We played a good joke yesterday, did we not?",The biggest joke played on man is that size doesn't matter.,train,eng,0.41,0.8133920431137085
3449,Scene 2 : Wozzeck and Marie are walking in the woods by a pond .,Scene 3 : A military parade passes by outside Marie 's room .,train,eng,0.41,0.8036380410194397
3450,"@_Poli_Ana_ No, she's got the #BlackLivesMatter vote w/o even talking to them. Most blacks are brainwashed by @TheDemocrats","@LeahR77 @DrMartyFox > With continued #Obama's & @TheDemocrats Admin policymaking, #USA will become #Greece! #WakeUpAmerica #NJ",train,eng,0.41,0.8387140035629272
3451,"Pregnancy is not a crisis. It's a gift. Whether they be wanted by you or someone else, no child is unwanted. #ChooseLife #Adoption","Justice Breyer et al think injections into arms of killers is heinous. No word on acidic saline executing unborn babies, however.",train,eng,0.41,0.8162890076637268
3452,A trio of dancers twirling in white skirts.,The bands guitarist begins his solo on stage.,train,eng,0.41,0.7306962013244629
3454,Two black women in fancy uniforms,Closeup of two women hugging each other,train,eng,0.41,0.8525909185409546
3455,@m_lonz @LifeNewsHQ Captors have already been born and are no longer part of the body of a pregnant woman. That's the difference.,If it's getting old maybe you should stop calling embryos & fetuses babies.,train,eng,0.41,0.8533745408058167
3457,"The Mandurah Railway Line is an interurban railway line , running through the south western suburbs of Perth , Western Australia .",The port city of Bunbury is the third largest city in Western Australia after Mandurah and Perth the state capital .,train,eng,0.41,0.8333249092102051
3458,And another aspect that I never expect from Feehan is a MC club.,I am intrigued by this MC club though.,train,eng,0.41,0.8726920485496521
3459,Little boy in red getting ready to kick soccer ball while other boy watches.,One soccer player in an orange uniform getting hit in the face by a ball kicked by a player in blue.,train,eng,0.41,0.8700966238975525
3460,I can't believe my stupidity in starting a series that isn't complete yet.,I honestly can't decide if I like Trickery or Persuasion more.,train,eng,0.41,0.8096237182617188
3462,This is not her first time at the rodeo! @HillaryClinton doesn't care who likes her or not This woman is on a mission #Tough,@realDonaldTrump @WhoopiGoldberg @Univision #VoteForHillary @HillaryClinton isn't racist. A leader who demands #EqualityForAll,train,eng,0.41,0.8778558969497681
3463,Children playing in water fountains that shoot up from the ground.,A man in black bathing trunks dives into water.,train,eng,0.41,0.7780503630638123
3464,"Daphne decides that the boy that went back with her brother might be a good place to start, maybe he knows how to find him.",I'm not sure I completely understood Daphne but I liked her.,train,eng,0.41,0.8075193762779236
3465,u may know that she's loving you by gestures.,some one else shes loving is around her mostly,train,eng,0.41,0.8483496308326721
3466,A young child plays a musical instrument in front of another boy.,Five people looking up while holding musical instruments.,train,eng,0.41,0.8555397987365723
